,Word,Lemma,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
9677,expedition,expedition,18,18,5.666666666666667,10.17,2.46,1.0
9678,expeditionary,expeditionary,18,18,0.29411764705882354,14.17,3.65,1.0
9679,expeditious,expeditious,19,18,0.13725490196078433,12.56,3.52,0.9473684210526315
9680,expel,expel,22,22,1.3725490196078431,9.59,2.67,1.0
9681,expend,expend,18,17,0.0784313725490196,13.06,3.58,0.9444444444444444
9682,expendable,expendable,18,18,1.5098039215686274,12.5,2.12,1.0
9683,expender,expender,21,16,0.0196078431372549,14.0,3.08,0.7619047619047619
9684,expenditure,expenditure,19,19,0.27450980392156865,12.84,2.22,1.0
9685,expense,expense,18,18,7.450980392156863,10.72,3.94,1.0
9686,expensive,expensive,18,18,27.941176470588236,6.33,2.0,1.0
9687,experience,experience,19,19,60.549019607843135,8.95,2.25,1.0
9688,experiment,experiment,19,19,16.19607843137255,8.58,1.74,1.0
9689,experimental,experimental,19,19,3.9019607843137254,10.21,2.74,1.0
9690,experimentation,experimentation,19,19,0.5882352941176471,11.11,2.9,1.0
9691,experimenter,experimenter,22,22,0.0392156862745098,10.59,3.28,1.0
9692,expert,expert,19,19,22.11764705882353,9.63,2.61,1.0
9693,expertise,expertise,18,18,3.980392156862745,10.61,2.83,1.0
9694,expiate,expiate,22,10,0.0196078431372549,14.8,3.74,0.45454545454545453
9695,expiation,expiation,18,5,0.0392156862745098,13.6,0.89,0.2777777777777778
9696,expiatory,expiatory,18,4,0.0392156862745098,13.5,5.07,0.2222222222222222
9697,expiration,expiration,19,19,1.0196078431372548,9.21,2.88,1.0
9698,expiratory,expiratory,18,15,0.0392156862745098,13.33,3.44,0.8333333333333334
9699,expire,expire,19,19,0.9019607843137255,7.68,2.77,1.0
9700,expiry,expiry,19,11,0.0784313725490196,13.18,4.79,0.5789473684210527
9701,explain,explain,18,18,111.17647058823529,6.5,1.72,1.0
9702,explainable,explainable,18,18,0.19607843137254902,12.06,2.9,1.0
9703,explainer,explainer,19,19,0.0196078431372549,8.32,2.08,1.0
9704,explanation,explanation,19,19,20.058823529411764,7.74,2.58,1.0
9705,explanatory,explanatory,18,18,0.0392156862745098,10.5,2.75,1.0
9706,expletive,expletive,18,13,0.2549019607843137,12.85,2.7,0.7222222222222222
9707,explicable,explicable,18,16,0.0196078431372549,12.25,3.15,0.8888888888888888
9708,explication,explication,20,16,0.058823529411764705,13.38,5.24,0.8
9709,explicit,explicit,18,18,1.392156862745098,11.67,3.27,1.0
9710,explode,explode,18,18,9.784313725490197,7.0,1.81,1.0
9711,exploder,exploder,19,19,0.1568627450980392,10.53,3.36,1.0
9712,exploit,exploit,19,19,2.450980392156863,12.26,2.58,1.0
9713,exploitable,exploitable,20,19,0.09803921568627451,12.53,3.13,0.95
9714,exploitation,exploitation,21,20,1.0,14.75,4.51,0.9523809523809523
9715,exploitative,exploitative,19,19,0.11764705882352941,15.11,2.96,1.0
9716,exploiter,exploiter,18,18,0.058823529411764705,13.11,3.31,1.0
9717,exploitive,exploitive,19,19,0.09803921568627451,14.74,3.3,1.0
9718,exploration,exploration,19,19,1.8823529411764706,8.26,2.18,1.0
9719,exploratory,exploratory,18,18,0.49019607843137253,12.89,2.95,1.0
9720,explore,explore,18,18,6.215686274509804,7.06,1.26,1.0
9721,explorer,explorer,18,18,1.9019607843137254,7.11,2.17,1.0
9722,explosion,explosion,19,19,16.49019607843137,7.16,2.61,1.0
9723,explosive,explosive,21,21,5.313725490196078,9.19,3.17,1.0
9724,explosiveness,explosiveness,19,19,0.0196078431372549,10.0,2.69,1.0
9725,expo,expo,19,19,0.39215686274509803,10.89,5.09,1.0
9726,exponent,exponent,18,18,0.0784313725490196,12.89,2.7,1.0
9727,exponential,exponential,18,14,0.19607843137254902,13.79,3.17,0.7777777777777778
9728,export,export,18,18,1.2745098039215685,11.0,3.71,1.0
9729,exportation,exportation,19,19,0.0196078431372549,11.58,2.71,1.0
9730,exporter,exporter,22,22,0.0784313725490196,12.05,2.5,1.0
9731,exposable,exposable,19,17,0.0196078431372549,13.0,4.58,0.8947368421052632
9732,expose,expose,19,19,7.0588235294117645,10.68,2.81,1.0
9733,exposition,exposition,20,20,0.7843137254901961,14.05,3.12,1.0
9734,expositional,expositional,19,13,0.0392156862745098,14.77,2.49,0.6842105263157895
9736,exposure,exposure,18,18,5.705882352941177,10.44,3.09,1.0
9737,expound,expound,18,16,0.09803921568627451,12.88,3.26,0.8888888888888888
9738,express,express,20,20,17.92156862745098,8.8,2.31,1.0
9739,expressible,expressible,18,17,0.0196078431372549,10.0,3.37,0.9444444444444444
9740,expression,expression,18,18,12.764705882352942,6.94,2.04,1.0
9741,expressional,expressional,19,17,0.0196078431372549,13.47,4.57,0.8947368421052632
9742,expressionism,expressionism,19,18,0.0392156862745098,14.39,3.13,0.9473684210526315
9743,expressionist,expressionist,18,17,0.0784313725490196,13.18,3.52,0.9444444444444444
9744,expressionistic,expressionistic,20,18,0.0784313725490196,14.83,4.18,0.9
9745,expressionless,expressionless,18,17,0.058823529411764705,11.47,3.14,0.9444444444444444
9746,expressive,expressive,18,18,0.45098039215686275,8.78,2.46,1.0
9747,expressiveness,expressiveness,19,19,0.0196078431372549,10.05,2.25,1.0
9748,expressway,expressway,19,19,0.9607843137254902,10.74,3.21,1.0
9749,expropriation,expropriation,19,16,0.0392156862745098,17.69,2.44,0.8421052631578947
9750,expulse,expulse,19,14,0.0196078431372549,13.64,3.37,0.7368421052631579
9751,expulsion,expulsion,18,18,0.803921568627451,11.17,2.6,1.0
9752,expulsive,expulsive,19,16,0.0196078431372549,12.25,2.91,0.8421052631578947
9753,expunge,expunge,18,18,0.09803921568627451,14.83,3.15,1.0
9754,exquisite,exquisite,18,17,4.176470588235294,12.35,3.22,0.9444444444444444
9755,extant,extant,20,7,0.11764705882352941,13.0,4.0,0.35
9756,extemporaneous,extemporaneous,19,11,0.11764705882352941,15.18,3.22,0.5789473684210527
9757,extemporary,extemporary,20,16,0.0196078431372549,14.62,2.39,0.8
9758,extempore,extempore,18,12,0.0196078431372549,15.83,2.08,0.6666666666666666
9759,extend,extend,18,18,6.411764705882353,9.89,2.05,1.0
9760,extendable,extendable,18,18,0.0196078431372549,12.11,3.03,1.0
9761,extender,extender,19,17,0.11764705882352941,10.24,3.09,0.8947368421052632
9762,extensible,extensible,19,16,0.0196078431372549,15.19,2.86,0.8421052631578947
9763,extension,extension,20,20,5.392156862745098,8.65,2.13,1.0
9764,extensive,extensive,18,18,3.7058823529411766,11.83,3.17,1.0
9765,extensor,extensor,19,16,0.0392156862745098,13.5,2.34,0.8421052631578947
9766,extent,extent,18,18,4.0588235294117645,10.72,2.05,1.0
9767,extenuate,extenuate,19,16,0.0196078431372549,13.81,3.19,0.8421052631578947
9768,exterior,exterior,19,19,2.372549019607843,10.53,3.42,1.0
9769,exteriorize,exteriorize,19,10,0.058823529411764705,15.6,3.66,0.5263157894736842
9770,exterminate,exterminate,20,20,1.1176470588235294,9.25,3.19,1.0
9771,extermination,extermination,18,18,1.0196078431372548,10.11,3.05,1.0
9772,exterminator,exterminator,18,18,2.0,8.17,2.81,1.0
9774,external,external,18,18,2.4705882352941178,9.56,2.89,1.0
9775,externalization,externalization,18,18,0.0196078431372549,14.06,2.94,1.0
9776,extinct,extinct,18,18,2.5098039215686274,7.67,2.85,1.0
9777,extinction,extinction,19,19,1.4901960784313726,8.89,2.28,1.0
9778,extinguish,extinguish,19,19,0.8431372549019608,8.95,3.14,1.0
9779,extinguisher,extinguisher,20,20,1.5294117647058822,7.35,2.13,1.0
9780,extol,extol,18,8,0.0392156862745098,12.88,5.74,0.4444444444444444
9781,extort,extort,18,18,0.6470588235294118,12.56,3.71,1.0
9782,extortion,extortion,18,18,2.5686274509803924,13.17,3.33,1.0
9783,extortionate,extortionate,19,9,0.0196078431372549,15.11,2.15,0.47368421052631576
9784,extortionist,extortionist,19,18,0.19607843137254902,14.67,3.43,0.9473684210526315
9785,extra,extra,19,19,59.15686274509804,6.11,2.05,1.0
9786,extract,extract,19,19,2.9411764705882355,11.05,2.82,1.0
9787,extraction,extraction,19,18,2.4705882352941178,11.61,3.24,0.9473684210526315
9788,extractor,extractor,20,20,0.09803921568627451,13.35,3.33,1.0
9789,extracurricular,extracurricular,18,18,1.4509803921568627,10.33,2.61,1.0
9790,extradite,extradite,19,17,0.2549019607843137,15.41,3.47,0.8947368421052632
9791,extradition,extradition,18,17,1.2941176470588236,13.76,3.56,0.9444444444444444
9792,extrajudicial,extrajudicial,19,16,0.0196078431372549,15.0,3.78,0.8421052631578947
9793,extralegal,extralegal,19,16,0.0196078431372549,13.75,3.97,0.8421052631578947
9794,extramarital,extramarital,19,19,0.29411764705882354,13.95,2.78,1.0
9795,extraneous,extraneous,19,13,0.29411764705882354,13.69,2.59,0.6842105263157895
9796,extraordinaire,extraordinaire,20,20,0.6470588235294118,10.45,5.03,1.0
9797,extraordinary,extraordinary,19,19,15.117647058823529,9.32,3.51,1.0
9798,extrapolate,extrapolate,19,12,0.35294117647058826,15.67,2.1,0.631578947368421
9799,extrapolation,extrapolation,21,14,0.0784313725490196,14.57,4.78,0.6666666666666666
9800,extras,extras,22,22,2.0588235294117645,8.119315,4.08,1.0
9801,extrasensory,extrasensory,21,19,0.19607843137254902,12.79,3.77,0.9047619047619048
9802,extraterrestrial,extraterrestrial,20,19,2.0,9.11,2.87,0.95
9803,extravagance,extravagance,19,19,0.5294117647058824,10.74,2.98,1.0
9804,extravagant,extravagant,19,19,1.4509803921568627,9.68,2.54,1.0
9805,extravaganza,extravaganza,19,19,0.7058823529411765,10.74,4.25,1.0
9806,extravehicular,extravehicular,18,18,0.0196078431372549,15.11,3.77,1.0
9807,extreme,extreme,19,19,10.941176470588236,9.47,2.57,1.0
9808,extremism,extremism,20,17,0.058823529411764705,14.24,2.95,0.85
9809,extremist,extremist,18,18,0.37254901960784315,11.78,3.46,1.0
9810,extremity,extremity,19,19,0.39215686274509803,11.26,2.9,1.0
9811,extricate,extricate,19,16,0.3333333333333333,14.94,4.17,0.8421052631578947
9812,extrication,extrication,18,11,0.09803921568627451,13.73,4.24,0.6111111111111112
9813,extrovert,extrovert,20,20,0.09803921568627451,12.05,3.03,1.0
9814,extroverted,extroverte,19,17,0.058823529411764705,13.35,3.18,0.8947368421052632
9815,extrusion,extrusion,20,15,0.0196078431372549,12.93,5.12,0.75
9816,exuberance,exuberance,18,18,0.3333333333333333,13.39,2.77,1.0
9817,exuberant,exuberant,19,18,0.23529411764705882,10.94,2.84,0.9473684210526315
9818,exudate,exudate,18,8,0.0196078431372549,17.88,3.8,0.4444444444444444
9820,exude,exude,20,20,0.21568627450980393,13.3,2.7,1.0
9821,exultant,exultant,20,17,0.0196078431372549,14.59,3.95,0.85
9822,exultation,exultation,18,14,0.11764705882352941,13.43,3.34,0.7777777777777778
9823,exurban,exurban,19,11,0.0196078431372549,14.82,6.05,0.5789473684210527
9824,eye,eye,20,20,111.7843137254902,3.75,1.71,1.0
9825,eyeball,eyeball,18,18,1.8431372549019607,3.83,1.54,1.0
9826,eyebath,eyebath,19,14,0.0196078431372549,12.43,3.74,0.7368421052631579
9827,eyebrow,eyebrow,20,20,1.392156862745098,5.5,2.28,1.0
9828,eyedrop,eyedrop,18,18,0.058823529411764705,7.39,2.59,1.0
9829,eyedropper,eyedropper,18,18,0.13725490196078433,6.61,1.72,1.0
9830,eyeful,eyeful,19,18,0.43137254901960786,8.61,3.01,0.9473684210526315
9831,eyeglass,eyeglass,18,18,0.058823529411764705,6.33,2.61,1.0
9832,eyeglasses,eyeglass,20,20,0.6666666666666666,4.9,2.36,1.0
9833,eyelash,eyelash,20,20,0.8627450980392157,5.8,2.5,1.0
9834,eyeless,eyeless,19,19,0.058823529411764705,8.42,3.59,1.0
9835,eyelid,eyelid,18,18,0.3333333333333333,6.33,3.16,1.0
9836,eyeliner,eyeliner,19,19,1.0196078431372548,10.63,3.11,1.0
9837,eyepiece,eyepiece,18,18,0.0392156862745098,9.0,2.97,1.0
9838,eyes,eye,22,22,221.54901960784315,3.4434819999999995,1.36,1.0
9839,eyeshot,eyeshot,18,16,0.058823529411764705,11.88,2.75,0.8888888888888888
9840,eyesight,eyesight,18,17,1.9411764705882353,7.59,2.45,0.9444444444444444
9841,eyesore,eyesore,19,19,0.35294117647058826,8.0,2.33,1.0
9842,eyestrain,eyestrain,19,19,0.0392156862745098,12.11,4.56,1.0
9843,eyetooth,eyetooth,19,15,0.0392156862745098,10.2,4.28,0.7894736842105263
9844,eyewash,eyewash,19,19,0.13725490196078433,11.0,3.99,1.0
9845,eyewear,eyewear,20,19,0.11764705882352941,8.79,3.22,0.95
9846,eyewitness,eyewitness,18,18,3.9607843137254903,9.28,2.67,1.0
9847,fable,fable,18,18,0.39215686274509803,8.56,3.13,1.0
9848,fabled,fable,19,19,0.45098039215686275,10.0,3.48,1.0
9849,fabric,fabric,19,19,4.803921568627451,6.68,2.6,1.0
9850,fabricate,fabricate,18,18,0.3333333333333333,11.72,2.74,1.0
9851,fabrication,fabrication,19,19,0.8431372549019608,12.89,2.13,1.0
9852,fabulous,fabulous,18,18,20.50980392156863,7.83,2.94,1.0
9853,fabulousness,fabulousness,21,21,0.058823529411764705,11.24,3.88,1.0
9854,facade,facade,20,20,0.8235294117647058,13.0,2.99,1.0
9855,face,face,20,20,289.15686274509807,3.75,2.2,1.0
9856,facedown,facedown,19,19,0.35294117647058826,7.32,3.22,1.0
9857,faceless,faceless,19,19,0.7254901960784313,10.26,2.88,1.0
9858,facelift,facelift,18,18,0.13725490196078433,12.11,3.05,1.0
9859,faceplate,faceplate,19,16,0.09803921568627451,12.44,4.62,0.8421052631578947
9860,facer,facer,21,13,0.0196078431372549,12.85,2.76,0.6190476190476191
9861,facet,facet,19,18,0.2549019607843137,10.28,4.87,0.9473684210526315
9862,facetiae,facetiae,18,8,0.0196078431372549,16.0,2.88,0.4444444444444444
9863,facetious,facetious,20,16,0.11764705882352941,14.81,3.51,0.8
9864,facial,facial,18,18,5.745098039215686,10.28,3.03,1.0
9865,facie,facie,18,7,0.13725490196078433,16.29,4.68,0.3888888888888889
9866,facile,facile,19,14,0.11764705882352941,14.07,3.32,0.7368421052631579
9867,facilitate,facilitate,19,19,0.9803921568627451,12.84,2.79,1.0
9868,facilitation,facilitation,19,17,0.11764705882352941,14.41,3.86,0.8947368421052632
9869,facilitator,facilitator,20,19,0.3137254901960784,13.05,3.67,0.95
9870,facility,facility,19,19,14.176470588235293,9.26,3.26,1.0
9871,facsimile,facsimile,18,14,0.17647058823529413,14.14,4.7,0.7777777777777778
9872,fact,fact,19,19,172.5686274509804,6.47,2.78,1.0
9873,faction,faction,18,18,1.1372549019607843,11.67,2.91,1.0
9874,factitious,factitious,18,16,0.0196078431372549,14.5,2.9,0.8888888888888888
9875,factoid,factoid,19,17,0.058823529411764705,12.24,3.67,0.8947368421052632
9876,factor,factor,18,18,7.254901960784314,9.72,2.4,1.0
9877,factory,factory,19,19,16.80392156862745,6.89,2.16,1.0
9878,factotum,factotum,18,9,0.11764705882352941,15.67,3.5,0.5
9879,factual,factual,20,20,0.5294117647058824,10.25,2.34,1.0
9880,faculty,faculty,19,19,4.862745098039215,10.16,3.02,1.0
9881,fad,fad,20,20,0.7647058823529411,10.25,2.97,1.0
9882,fade,fade,20,20,5.607843137254902,6.95,2.67,1.0
9883,fader,fader,19,10,0.0392156862745098,11.1,2.64,0.5263157894736842
9884,fag,fag,18,18,5.392156862745098,9.72,3.01,1.0
9885,faggot,faggot,19,19,6.862745098039215,11.42,3.31,1.0
9886,fail,fail,18,18,24.58823529411765,6.0,1.61,1.0
9887,failing,fail,20,20,5.392156862745098,8.12932,1.47,1.0
9888,faille,faille,20,5,0.0196078431372549,16.0,4.18,0.25
9889,failsafe,failsafe,19,18,0.23529411764705882,11.44,3.28,0.9473684210526315
9890,failure,failure,19,19,20.019607843137255,8.0,2.11,1.0
9891,faint,faint,19,19,9.27450980392157,7.53,2.12,1.0
9892,fainthearted,fainthearte,18,18,0.0392156862745098,11.28,2.78,1.0
9893,faintness,faintness,19,18,0.0392156862745098,9.94,3.21,0.9473684210526315
9894,fair,fair,18,18,94.74509803921569,5.67,1.91,1.0
9895,faire,faire,20,13,0.6470588235294118,10.62,3.07,0.65
9896,fairground,fairground,18,18,0.19607843137254902,7.22,2.71,1.0
9897,fairlead,fairlead,19,10,0.0196078431372549,11.7,4.24,0.5263157894736842
9898,fairness,fairness,18,18,2.0392156862745097,5.61,2.91,1.0
9899,fairway,fairway,19,18,0.47058823529411764,10.72,3.21,0.9473684210526315
9900,fairy,fairy,18,18,16.686274509803923,5.17,1.79,1.0
9901,fairyland,fairyland,18,18,0.23529411764705882,8.22,4.32,1.0
9903,fait,fait,18,9,0.5686274509803921,16.0,2.29,0.5
9904,faith,faith,21,21,46.333333333333336,7.62,3.31,1.0
9905,faithful,faithful,19,19,9.117647058823529,8.42,3.52,1.0
9906,faithfulness,faithfulness,18,18,0.19607843137254902,10.83,2.98,1.0
9907,faithless,faithless,18,18,0.5294117647058824,9.83,4.0,1.0
9908,faithlessness,faithlessness,37,35,0.0196078431372549,12.14,2.83,0.9459459459459459
9909,fake,fake,18,18,36.333333333333336,5.83,2.26,1.0
9910,faker,faker,19,18,1.7254901960784315,7.28,3.44,0.9473684210526315
9911,fakery,fakery,20,16,0.17647058823529413,11.12,3.84,0.8
9912,fakir,fakir,20,7,0.0784313725490196,11.0,3.92,0.35
9913,falafel,falafel,20,19,0.6078431372549019,14.11,4.23,0.95
9915,falcon,falcon,19,19,3.3137254901960786,7.42,2.57,1.0
9916,falconer,falconer,19,13,0.0784313725490196,15.31,3.3,0.6842105263157895
9917,falconry,falconry,18,13,0.0392156862745098,11.54,2.99,0.7222222222222222
9918,fall,fall,21,21,118.50980392156863,4.71,2.63,1.0
9919,fallacious,fallacious,18,15,0.0196078431372549,13.4,3.33,0.8333333333333334
9920,fallacy,fallacy,19,18,0.39215686274509803,13.83,3.93,0.9473684210526315
9921,fallback,fallback,18,18,0.6274509803921569,11.06,4.8,1.0
9922,faller,faller,19,10,0.0392156862745098,11.8,4.21,0.5263157894736842
9923,fallibility,fallibility,20,15,0.0392156862745098,14.6,3.92,0.75
9924,fallible,fallible,19,16,0.23529411764705882,12.12,2.42,0.8421052631578947
9925,fallopian,fallopian,18,18,0.43137254901960786,13.83,3.59,1.0
9926,fallout,fallout,18,18,2.176470588235294,10.67,3.2,1.0
9927,fallow,fallow,19,16,0.803921568627451,12.81,3.21,0.8421052631578947
9929,falsehood,falsehood,18,18,0.19607843137254902,11.94,3.67,1.0
9930,falsetto,falsetto,21,17,0.29411764705882354,11.88,4.08,0.8095238095238095
9931,falsification,falsification,19,19,0.058823529411764705,11.63,2.79,1.0
9932,falsify,falsify,18,17,0.23529411764705882,12.47,3.08,0.9444444444444444
9933,falsity,falsity,19,14,0.13725490196078433,12.07,4.23,0.7368421052631579
9934,falter,falter,18,18,0.3137254901960784,13.33,2.54,1.0
9935,fame,fame,19,19,8.647058823529411,7.26,2.49,1.0
9936,famed,fame,19,19,0.8235294117647058,9.89,1.91,1.0
9937,familial,familial,20,19,0.2549019607843137,12.11,2.88,0.95
9938,familiar,familiar,19,19,34.509803921568626,7.21,1.44,1.0
9939,familiarity,familiarity,20,20,0.6666666666666666,12.1,2.47,1.0
9940,familiarization,familiarization,18,18,0.0196078431372549,11.72,2.63,1.0
9941,familiarize,familiarize,19,19,0.37254901960784315,10.63,2.71,1.0
9942,family,family,21,21,354.2549019607843,3.38,1.43,1.0
9943,famine,famine,19,19,1.588235294117647,10.0,2.47,1.0
9944,famish,famish,18,18,0.058823529411764705,9.39,2.59,1.0
9945,famished,famish,18,18,1.4313725490196079,9.67,4.24,1.0
9946,famous,famous,19,19,45.01960784313726,6.84,1.89,1.0
9947,fan,fan,19,19,35.13725490196079,5.63,2.54,1.0
9948,fanatic,fanatic,18,17,1.6470588235294117,11.71,3.55,0.9444444444444444
9949,fanatical,fanatical,19,18,0.5294117647058824,12.89,3.79,0.9473684210526315
9950,fanaticism,fanaticism,18,14,0.11764705882352941,15.0,4.0,0.7777777777777778
9951,fanciful,fanciful,18,17,0.49019607843137253,12.41,3.54,0.9444444444444444
9952,fanciness,fanciness,18,17,0.0196078431372549,8.06,2.73,0.9444444444444444
9953,fancy,fancy,18,18,34.84313725490196,7.17,2.85,1.0
9954,fandango,fandango,21,14,0.09803921568627451,15.07,4.71,0.6666666666666666
9955,fandom,fandom,18,13,0.0392156862745098,12.46,3.93,0.7222222222222222
9957,fanfare,fanfare,21,19,1.1176470588235294,11.84,2.29,0.9047619047619048
9958,fang,fang,19,19,1.9215686274509804,8.47,3.01,1.0
9959,fangled,fangle,20,13,0.0196078431372549,10.77,3.27,0.65
9960,fanjet,fanjet,18,10,0.0196078431372549,13.3,5.72,0.5555555555555556
9961,fantail,fantail,19,10,0.19607843137254902,14.7,2.58,0.5263157894736842
9962,fantasize,fantasize,19,19,1.7450980392156863,9.58,3.64,1.0
9963,fantastic,fantastic,19,19,39.78431372549019,7.21,2.7,1.0
9964,fantastical,fantastical,18,18,0.27450980392156865,10.94,3.59,1.0
9965,fantasy,fantasy,20,20,16.235294117647058,8.4,1.73,1.0
9966,fanzine,fanzine,18,8,0.0196078431372549,15.75,4.13,0.4444444444444444
9967,far,far,22,22,220.76470588235293,4.878935,1.57,1.0
9969,faraway,faraway,18,18,1.8235294117647058,7.44,3.35,1.0
9970,farce,farce,18,16,1.7450980392156863,12.12,2.99,0.8888888888888888
9971,farceur,farceur,18,2,0.0196078431372549,16.0,1.41,0.1111111111111111
9972,farcical,farcical,19,16,0.11764705882352941,15.19,2.43,0.8421052631578947
9973,fare,fare,19,19,6.1568627450980395,8.21,3.01,1.0
9974,farewell,farewell,21,21,9.450980392156863,8.43,2.93,1.0
9975,farfetched,farfetche,22,22,0.0784313725490196,12.95,4.27,1.0
9976,farm,farm,20,20,30.03921568627451,3.85,1.5,1.0
9977,farmer,farmer,19,19,11.843137254901961,4.74,1.28,1.0
9978,farmhand,farmhand,19,19,0.058823529411764705,7.89,3.71,1.0
9979,farmhouse,farmhouse,18,18,1.3137254901960784,5.89,2.32,1.0
9980,farming,farm,19,19,1.607843137254902,5.37,2.14,1.0
9981,farmland,farmland,21,21,0.39215686274509803,7.9,2.43,1.0
9982,farmstead,farmstead,21,17,0.0196078431372549,11.47,4.05,0.8095238095238095
9983,farmyard,farmyard,19,19,0.19607843137254902,6.0,2.47,1.0
9984,faro,faro,19,6,0.6666666666666666,15.17,2.48,0.3157894736842105
9985,farouche,farouche,18,3,0.0392156862745098,17.0,3.61,0.16666666666666666
9986,farrier,farrier,21,9,0.058823529411764705,11.78,1.86,0.42857142857142855
9987,farrow,farrow,18,10,1.7647058823529411,14.0,3.94,0.5555555555555556
9989,farsighted,farsighte,19,18,0.11764705882352941,10.33,2.66,0.9473684210526315
9990,fart,fart,18,18,6.431372549019608,5.78,2.34,1.0
9991,farthing,farthe,18,15,0.2549019607843137,12.67,4.69,0.8333333333333334
9992,farthingale,farthingale,21,6,0.0196078431372549,14.83,3.66,0.2857142857142857
9993,fascia,fascia,19,9,0.09803921568627451,15.78,3.77,0.47368421052631576
9994,fasciculus,fasciculus,18,7,0.0392156862745098,16.71,3.35,0.3888888888888889
9995,fascinate,fascinate,19,19,0.5098039215686274,10.21,2.92,1.0
9996,fascinating,fascinating,18,18,15.07843137254902,11.22,3.37,1.0
9997,fascination,fascination,19,19,1.7647058823529411,8.63,2.85,1.0
9998,fascism,fascism,19,18,0.7647058823529411,14.33,2.99,0.9473684210526315
9999,fascist,fascist,20,19,2.450980392156863,14.68,3.18,0.95
10000,fascistic,fascistic,18,14,0.0196078431372549,15.57,2.41,0.7777777777777778
10001,fashion,fashion,20,20,18.764705882352942,8.2,3.07,1.0
10002,fashionable,fashionable,18,18,1.9215686274509804,9.67,2.79,1.0
10003,fast,fast,22,21,137.45098039215685,3.738636,1.33,0.9545454545454546
10004,fastback,fastback,19,14,0.0784313725490196,10.0,4.13,0.7368421052631579
10005,fastball,fastball,18,18,1.1568627450980393,7.06,1.73,1.0
10006,fasten,fasten,19,19,3.7254901960784315,7.26,2.02,1.0
10007,fastener,fastener,18,18,0.0196078431372549,8.72,2.85,1.0
10008,fastidious,fastidious,19,14,0.37254901960784315,13.21,2.75,0.7368421052631579
10009,fastidiousness,fastidiousness,22,17,0.0196078431372549,14.94,2.7,0.7727272727272727
10010,fat,fat,20,20,79.43137254901961,5.15,1.84,1.0
10011,fatal,fatal,20,20,7.098039215686274,9.05,2.61,1.0
10012,fatale,fatale,19,18,0.2549019607843137,13.5,3.49,0.9473684210526315
10013,fatalism,fatalism,19,18,0.0784313725490196,13.89,2.49,0.9473684210526315
10014,fatalist,fatalist,19,18,0.058823529411764705,14.39,3.09,0.9473684210526315
10015,fatalistic,fatalistic,19,17,0.0784313725490196,13.65,3.18,0.8947368421052632
10016,fatality,fatality,19,19,0.9019607843137255,10.26,2.49,1.0
10017,fatback,fatback,19,15,0.09803921568627451,11.4,4.07,0.7894736842105263
10018,fate,fate,20,20,26.96078431372549,10.3,2.83,1.0
10019,fated,fate,18,17,0.6274509803921569,10.18,2.19,0.9444444444444444
10020,fateful,fateful,18,17,1.0,11.12,2.76,0.9444444444444444
10021,fathead,fathead,20,18,0.6470588235294118,8.67,3.33,0.9
10022,fatheaded,fatheade,19,17,0.058823529411764705,8.82,2.53,0.8947368421052632
10023,father,father,19,19,554.4901960784314,4.11,1.76,1.0
10024,fatherhood,fatherhood,18,18,0.45098039215686275,8.5,3.76,1.0
10025,fatherland,fatherland,18,15,0.7647058823529411,11.4,4.19,0.8333333333333334
10026,fatherless,fatherless,20,20,0.3137254901960784,7.65,2.78,1.0
10027,fatherly,fatherly,18,18,0.6078431372549019,9.44,2.41,1.0
10028,fathom,fathom,18,18,1.0392156862745099,11.44,3.96,1.0
10029,fathometer,fathometer,20,8,0.0392156862745098,15.88,5.96,0.4
10030,fatigability,fatigability,22,15,0.0196078431372549,12.93,3.41,0.6818181818181818
10031,fatigue,fatigue,18,18,1.8235294117647058,11.83,4.03,1.0
10032,fatling,fatle,18,10,0.0196078431372549,10.3,4.03,0.5555555555555556
10033,fatness,fatness,18,18,0.11764705882352941,8.61,3.93,1.0
10034,fatso,fatso,18,18,3.156862745098039,6.72,1.78,1.0
10035,fatted,fat,18,12,0.2549019607843137,11.75,4.0,0.6666666666666666
10036,fatten,fatten,18,18,0.45098039215686275,7.94,4.01,1.0
10037,fattish,fattish,19,12,0.0196078431372549,8.33,3.47,0.631578947368421
10038,fatty,fatty,19,19,5.098039215686274,6.37,1.42,1.0
10040,fatuous,fatuous,18,10,0.13725490196078433,14.2,3.88,0.5555555555555556
10041,faucet,faucet,21,21,1.4313725490196079,6.29,2.8,1.0
10042,fault,fault,18,18,104.11764705882354,6.94,2.84,1.0
10043,faultless,faultless,20,19,0.0196078431372549,10.42,2.73,0.95
10044,faulty,faulty,19,19,1.6274509803921569,9.63,3.42,1.0
10045,faun,faun,19,18,0.5098039215686274,13.72,4.69,0.9473684210526315
10046,fauna,fauna,19,15,0.5294117647058824,12.2,2.78,0.7894736842105263
10047,fauvism,fauvism,18,5,0.0196078431372549,16.2,2.86,0.2777777777777778
10048,faux,faux,20,20,0.803921568627451,13.25,3.67,1.0
10049,favor,favor,19,18,70.76470588235294,6.94,2.34,0.9473684210526315
10050,favorable,favorable,20,20,1.0784313725490196,11.9,2.94,1.0
10051,favorite,favorite,18,18,59.450980392156865,5.72,2.44,1.0
10052,favoritism,favoritism,19,19,0.4117647058823529,8.58,3.91,1.0
10053,fawn,fawn,20,20,0.7058823529411765,8.4,3.35,1.0
